experience_level,employment_type,employee_residence,remote_ratio,company_location,company_size,new_job_title,sqrt_salary_in_usd,Cluster_Label
Mid/Intermediate level,Full-time,GB,Full-Remote,GB,MEDIUM,Data Engineering,209.306,1
Senior,Full-time,US,On-Site,US,MEDIUM,Data Engineering,424.264,0
Senior,Full-time,US,On-Site,US,MEDIUM,Data Engineering,331.662,0
Senior,Full-time,US,Full-Remote,US,MEDIUM,Data Science,524.69,0
Senior,Full-time,US,Full-Remote,US,MEDIUM,Data Science,427.785,0
Senior,Full-time,US,On-Site,US,MEDIUM,Data Engineering,412.311,0
Senior,Full-time,US,On-Site,US,MEDIUM,Data Engineering,374.166,0
Senior,Full-time,US,On-Site,US,MEDIUM,Data Engineering,392.428,0
Senior,Full-time,US,On-Site,US,MEDIUM,Data Engineering,340.588,0
Senior,Full-time,US,Full-Remote,US,MEDIUM,Data Engineering,400.0,0
Senior,Full-time,US,Full-Remote,US,MEDIUM,Data Engineering,360.555,0
Mid/Intermediate level,Full-time,US,On-Site,US,MEDIUM,Data Engineering,447.214,0
Mid/Intermediate level,Full-time,US,On-Site,US,MEDIUM,Data Engineering,346.41,0
Senior,Full-time,US,Full-Remote,US,MEDIUM,Data Science,418.33,0
Senior,Full-time,US,Full-Remote,US,MEDIUM,Data Science,400.0,0
Mid/Intermediate level,Full-time,GB,On-Site,GB,MEDIUM,Data Engineering,357.21,1
Mid/Intermediate level,Full-time,GB,On-Site,GB,MEDIUM,Data Engineering,321.394,1
Senior,Full-time,US,On-Site,US,MEDIUM,Data Engineering,391.918,0
Senior,Full-time,US,On-Site,US,MEDIUM,Data Engineering,326.803,0
Entry level,Full-time,US,Full-Remote,US,MEDIUM,Data Engineering,291.548,0
Entry level,Full-time,US,Full-Remote,US,MEDIUM,Data Engineering,273.861,0
Senior,Full-time,US,On-Site,US,MEDIUM,Data Science,474.342,0
Senior,Full-time,US,On-Site,US,MEDIUM,Data Science,395.474,0
Senior,Full-time,US,On-Site,US,MEDIUM,Data Engineering,387.298,0
Senior,Full-time,US,On-Site,US,MEDIUM,Data Engineering,346.41,0
Senior,Full-time,US,On-Site,US,MEDIUM,Machine Learning,404.722,0
Senior,Full-time,US,On-Site,US,MEDIUM,Machine Learning,354.965,0
Senior,Full-time,US,Full-Remote,US,MEDIUM,Data Engineering,380.789,0
Senior,Full-time,US,Full-Remote,US,MEDIUM,Data Engineering,300.0,0
Senior,Full-time,US,On-Site,US,MEDIUM,Machine Learning,452.217,0
Senior,Full-time,US,On-Site,US,MEDIUM,Machine Learning,377.094,0
Senior,Full-time,US,On-Site,US,MEDIUM,Data Engineering,308.221,0
Senior,Full-time,US,On-Site,US,MEDIUM,Data Engineering,292.404,0
Senior,Full-time,US,On-Site,US,MEDIUM,Data Engineering,409.268,0
Senior,Full-time,US,On-Site,US,MEDIUM,Data Engineering,326.343,0
Senior,Full-time,US,On-Site,US,MEDIUM,Data Engineering,404.722,0
Senior,Full-time,US,On-Site,US,MEDIUM,Data Engineering,354.965,0
Mid/Intermediate level,Full-time,US,On-Site,US,MEDIUM,Management,393.7,0
Mid/Intermediate level,Full-time,US,On-Site,US,MEDIUM,Management,374.166,0
Senior,Full-time,US,On-Site,US,MEDIUM,Data Science,500.0,0
Senior,Full-time,US,On-Site,US,MEDIUM,Data Science,447.214,0
Senior,Full-time,US,On-Site,US,MEDIUM,Data Science,509.902,0
Senior,Full-time,US,On-Site,US,MEDIUM,Data Science,431.277,0
Senior,Full-time,US,Full-Remote,US,MEDIUM,Data Engineering,400.0,0
Senior,Full-time,US,Full-Remote,US,MEDIUM,Data Engineering,360.555,0
Senior,Full-time,US,On-Site,US,MEDIUM,Data Science,447.214,0
Senior,Full-time,US,On-Site,US,MEDIUM,Data Science,387.298,0
Senior,Full-time,ES,On-Site,ES,MEDIUM,Data Science,219.748,1
Senior,Full-time,ES,On-Site,ES,MEDIUM,Data Science,196.548,1
Senior,Full-time,US,On-Site,US,MEDIUM,Data Science,387.298,0
Senior,Full-time,US,On-Site,US,MEDIUM,Data Science,346.41,0
Entry level,Full-time,IN,Half-Remote,IN,MEDIUM,Data Engineering,173.205,1
Mid/Intermediate level,Full-time,US,On-Site,US,MEDIUM,Data Science,430.116,0
Mid/Intermediate level,Full-time,US,On-Site,US,MEDIUM,Data Science,353.553,0
Entry level,Part-time,US,Full-Remote,US,SMALL,Data Engineering,185.257,0
Mid/Intermediate level,Full-time,BR,Full-Remote,BR,MEDIUM,Data Engineering,96.379,2
Senior,Full-time,PT,Full-Remote,PT,LARGE,Other,274.073,0
Executive level,Full-time,UZ,On-Site,RU,LARGE,Management,325.576,0
Senior,Full-time,US,Full-Remote,US,MEDIUM,Data Engineering,418.33,0
Senior,Full-time,US,Full-Remote,US,MEDIUM,Data Engineering,360.555,0
Senior,Full-time,US,Full-Remote,US,MEDIUM,Data Engineering,349.285,0
Senior,Full-time,US,Full-Remote,US,MEDIUM,Data Engineering,306.268,0
Senior,Full-time,MX,Full-Remote,MX,MEDIUM,Management,387.298,0
Senior,Full-time,MX,Full-Remote,MX,MEDIUM,Management,300.0,0
Senior,Full-time,US,Full-Remote,US,MEDIUM,Data Engineering,406.202,0
Senior,Full-time,US,Full-Remote,US,MEDIUM,Data Engineering,334.664,0
Entry level,Full-time,US,On-Site,US,MEDIUM,Other,469.042,0
Senior,Full-time,DE,Full-Remote,DE,MEDIUM,Data Engineering,268.136,2
Entry level,Full-time,DE,On-Site,DE,MEDIUM,Other,253.742,2
Senior,Full-time,US,On-Site,US,MEDIUM,Machine Learning,452.217,0
Senior,Full-time,US,On-Site,US,MEDIUM,Machine Learning,377.094,0
Senior,Full-time,IN,Full-Remote,IN,SMALL,Data Engineering,125.722,1
Mid/Intermediate level,Full-time,US,On-Site,US,MEDIUM,Machine Learning,447.214,0
Mid/Intermediate level,Full-time,US,On-Site,US,MEDIUM,Machine Learning,418.33,0
Senior,Full-time,US,On-Site,US,MEDIUM,Data Engineering,431.161,0
Senior,Full-time,US,On-Site,US,MEDIUM,Data Engineering,359.583,0
Senior,Full-time,US,On-Site,US,MEDIUM,Data Engineering,431.161,0
Senior,Full-time,US,On-Site,US,MEDIUM,Data Engineering,348.855,0
Senior,Full-time,US,On-Site,US,MEDIUM,Machine Learning,452.217,0
Senior,Full-time,US,On-Site,US,MEDIUM,Machine Learning,377.094,0
Mid/Intermediate level,Full-time,FR,Half-Remote,FR,LARGE,Data Science,200.0,1
Senior,Full-time,TH,Half-Remote,TH,MEDIUM,Other,171.619,0
Senior,Full-time,US,On-Site,US,MEDIUM,Data Engineering,424.476,0
Senior,Full-time,US,On-Site,US,MEDIUM,Data Engineering,325.607,0
Senior,Full-time,US,Full-Remote,US,MEDIUM,Data Science,368.782,0
Senior,Full-time,US,Full-Remote,US,MEDIUM,Data Science,322.49,0
Senior,Full-time,US,On-Site,US,MEDIUM,Data Engineering,353.553,0
Senior,Full-time,US,On-Site,US,MEDIUM,Data Engineering,331.662,0
Senior,Full-time,US,On-Site,US,MEDIUM,Machine Learning,391.663,0
Senior,Full-time,US,On-Site,US,MEDIUM,Machine Learning,350.286,0
Executive level,Full-time,US,Full-Remote,US,MEDIUM,Data Engineering,556.776,0
Executive level,Full-time,US,Full-Remote,US,MEDIUM,Data Engineering,488.876,0
Senior,Full-time,US,On-Site,US,MEDIUM,Data Engineering,390.359,0
Senior,Full-time,US,On-Site,US,MEDIUM,Data Engineering,349.148,0
Senior,Full-time,US,On-Site,US,MEDIUM,Data Science,431.161,0
Senior,Full-time,US,On-Site,US,MEDIUM,Data Science,359.583,0
Senior,Full-time,US,On-Site,US,MEDIUM,Machine Learning,497.494,0
Senior,Full-time,US,On-Site,US,MEDIUM,Machine Learning,414.97,0
Senior,Full-time,US,On-Site,US,MEDIUM,Data Architecture,410.366,0
Senior,Full-time,US,On-Site,US,MEDIUM,Data Architecture,324.345,0
Senior,Full-time,US,On-Site,US,MEDIUM,Machine Learning,358.162,0
Senior,Full-time,US,On-Site,US,MEDIUM,Machine Learning,326.956,0
Senior,Full-time,US,Full-Remote,US,LARGE,Other,438.178,0
Mid/Intermediate level,Full-time,US,On-Site,US,MEDIUM,Data Engineering,374.166,0
Mid/Intermediate level,Full-time,US,On-Site,US,MEDIUM,Data Engineering,316.228,0
Senior,Full-time,DE,Full-Remote,DE,SMALL,Other,327.581,2
Senior,Full-time,DE,Full-Remote,DE,SMALL,Other,292.997,2
Senior,Full-time,DE,On-Site,DE,MEDIUM,Machine Learning,524.404,2
Senior,Full-time,DE,On-Site,DE,MEDIUM,Machine Learning,417.133,2
Senior,Full-time,US,On-Site,US,MEDIUM,Data Engineering,373.497,0
Senior,Full-time,US,On-Site,US,MEDIUM,Data Engineering,330.757,0
Senior,Full-time,US,On-Site,US,MEDIUM,Machine Learning,373.497,0
Senior,Full-time,US,On-Site,US,MEDIUM,Machine Learning,330.757,0
Senior,Full-time,US,Full-Remote,US,MEDIUM,Data Engineering,412.916,0
Senior,Full-time,US,Full-Remote,US,MEDIUM,Data Engineering,291.548,0
Senior,Full-time,GB,On-Site,GB,MEDIUM,Other,270.085,1
Senior,Full-time,GB,On-Site,GB,MEDIUM,Other,233.163,1
Executive level,Full-time,GB,On-Site,GB,MEDIUM,Management,400.36,1
Executive level,Full-time,GB,On-Site,GB,MEDIUM,Management,357.025,1
Senior,Full-time,US,On-Site,US,MEDIUM,Data Engineering,282.843,0
Senior,Full-time,US,On-Site,US,MEDIUM,Data Engineering,254.951,0
Senior,Full-time,US,On-Site,US,MEDIUM,Data Engineering,353.186,0
Senior,Full-time,US,On-Site,US,MEDIUM,Data Engineering,255.906,0
Senior,Full-time,US,On-Site,US,MEDIUM,Other,268.701,0
Senior,Full-time,US,On-Site,US,MEDIUM,Other,254.912,0
Senior,Full-time,US,On-Site,US,MEDIUM,Data Engineering,391.918,0
Senior,Full-time,US,On-Site,US,MEDIUM,Data Engineering,326.803,0
Senior,Full-time,US,Full-Remote,US,MEDIUM,Data Engineering,424.235,0
Senior,Full-time,US,Full-Remote,US,MEDIUM,Data Engineering,294.051,0
Senior,Full-time,US,On-Site,US,MEDIUM,Data Engineering,346.41,0
Senior,Full-time,US,On-Site,US,MEDIUM,Data Engineering,300.0,0
Mid/Intermediate level,Full-time,GB,On-Site,GB,MEDIUM,Other,225.918,1
Mid/Intermediate level,Full-time,GB,On-Site,GB,MEDIUM,Other,206.235,1
Senior,Full-time,US,On-Site,US,MEDIUM,Data Science,386.104,0
Senior,Full-time,US,On-Site,US,MEDIUM,Data Science,286.993,0
Senior,Full-time,US,On-Site,US,MEDIUM,Data Engineering,411.096,0
Senior,Full-time,US,On-Site,US,MEDIUM,Data Engineering,332.566,0
Senior,Full-time,US,On-Site,US,MEDIUM,Management,418.33,0
Senior,Full-time,US,On-Site,US,MEDIUM,Management,346.41,0
Senior,Full-time,US,On-Site,US,MEDIUM,Data Engineering,479.583,0
Senior,Full-time,US,On-Site,US,MEDIUM,Data Engineering,424.264,0
Senior,Full-time,US,On-Site,US,MEDIUM,Data Engineering,391.918,0
Senior,Full-time,US,On-Site,US,MEDIUM,Data Engineering,326.803,0
Senior,Full-time,US,On-Site,US,MEDIUM,Other,374.166,0
Senior,Full-time,US,On-Site,US,MEDIUM,Other,346.41,0
Senior,Full-time,US,On-Site,US,MEDIUM,Other,453.784,0
Senior,Full-time,US,On-Site,US,MEDIUM,Other,414.246,0
Senior,Full-time,US,Full-Remote,US,MEDIUM,Data Engineering,406.202,0
Senior,Full-time,US,Full-Remote,US,MEDIUM,Data Engineering,353.553,0
Senior,Full-time,US,On-Site,US,MEDIUM,Data Engineering,514.782,0
Senior,Full-time,US,On-Site,US,MEDIUM,Data Engineering,430.116,0
Mid/Intermediate level,Full-time,US,On-Site,US,MEDIUM,Other,360.555,0
Entry level,Full-time,US,Full-Remote,US,MEDIUM,Data Science,409.878,0
Mid/Intermediate level,Full-time,ES,Half-Remote,ES,LARGE,Other,196.548,1
Senior,Full-time,US,On-Site,US,MEDIUM,Data Engineering,308.221,0
Senior,Full-time,US,On-Site,US,MEDIUM,Data Engineering,292.404,0
Senior,Full-time,US,On-Site,US,MEDIUM,Data Science,383.536,0
Senior,Full-time,US,On-Site,US,MEDIUM,Data Science,301.164,0
Senior,Full-time,US,On-Site,US,MEDIUM,Data Engineering,409.365,0
Senior,Full-time,US,On-Site,US,MEDIUM,Data Engineering,296.614,0
Senior,Full-time,US,Full-Remote,US,MEDIUM,Data Engineering,449.444,0
Senior,Full-time,US,Full-Remote,US,MEDIUM,Data Engineering,367.423,0
Senior,Full-time,US,On-Site,US,MEDIUM,Data Engineering,404.722,0
Senior,Full-time,US,On-Site,US,MEDIUM,Data Engineering,354.965,0
Senior,Full-time,US,On-Site,US,MEDIUM,Machine Learning,404.722,0
Senior,Full-time,US,On-Site,US,MEDIUM,Machine Learning,354.965,0
Senior,Full-time,US,Full-Remote,US,MEDIUM,Data Engineering,322.49,0
Senior,Full-time,US,Full-Remote,US,MEDIUM,Data Engineering,254.951,0
Senior,Full-time,US,On-Site,US,MEDIUM,Other,479.583,0
Senior,Full-time,US,On-Site,US,MEDIUM,Other,384.708,0
Senior,Full-time,CA,Full-Remote,CA,MEDIUM,Machine Learning,518.652,2
Senior,Full-time,CA,Full-Remote,CA,MEDIUM,Machine Learning,397.492,2
Senior,Full-time,US,On-Site,US,MEDIUM,Data Engineering,443.847,0
Senior,Full-time,US,On-Site,US,MEDIUM,Data Engineering,325.576,0
Mid/Intermediate level,Full-time,US,Full-Remote,US,MEDIUM,Other,387.298,0
Mid/Intermediate level,Full-time,US,Full-Remote,US,MEDIUM,Other,316.228,0
Senior,Full-time,US,Full-Remote,US,MEDIUM,Data Engineering,538.516,0
Senior,Full-time,US,Full-Remote,US,MEDIUM,Data Engineering,458.258,0
Senior,Full-time,US,On-Site,US,MEDIUM,Data Engineering,438.178,0
Senior,Full-time,US,On-Site,US,MEDIUM,Data Engineering,415.692,0
Senior,Full-time,US,On-Site,US,MEDIUM,Data Science,547.942,0
Senior,Full-time,US,On-Site,US,MEDIUM,Data Science,447.392,0
Senior,Full-time,US,On-Site,US,MEDIUM,Data Science,547.942,0
Senior,Full-time,US,On-Site,US,MEDIUM,Data Science,447.392,0
Senior,Full-time,US,On-Site,US,MEDIUM,Data Engineering,418.33,0
Senior,Full-time,US,On-Site,US,MEDIUM,Data Engineering,374.166,0
Senior,Full-time,US,On-Site,US,MEDIUM,Other,411.096,0
Senior,Full-time,US,On-Site,US,MEDIUM,Other,316.228,0
Senior,Full-time,US,On-Site,US,MEDIUM,Data Science,608.276,0
Senior,Full-time,US,On-Site,US,MEDIUM,Data Science,494.975,0
Mid/Intermediate level,Full-time,GB,Full-Remote,GB,LARGE,Data Engineering,339.775,1
Senior,Full-time,US,Full-Remote,US,SMALL,Data Engineering,331.662,0
Senior,Full-time,US,Full-Remote,US,SMALL,Data Engineering,282.843,0
Entry level,Full-time,US,On-Site,US,MEDIUM,Data Engineering,234.521,0
Entry level,Full-time,US,On-Site,US,MEDIUM,Data Engineering,219.089,0
Senior,Full-time,US,On-Site,US,MEDIUM,Data Engineering,308.221,0
Senior,Full-time,US,On-Site,US,MEDIUM,Data Engineering,291.548,0
Senior,Full-time,US,Full-Remote,US,MEDIUM,Data Engineering,370.81,0
Senior,Full-time,US,Full-Remote,US,MEDIUM,Data Engineering,285.482,0
Senior,Full-time,US,On-Site,US,MEDIUM,Machine Learning,568.595,0
Senior,Full-time,US,On-Site,US,MEDIUM,Machine Learning,429.767,0
Mid/Intermediate level,Full-time,GH,On-Site,GH,SMALL,Other,173.205,1
Senior,Full-time,US,Full-Remote,US,MEDIUM,Machine Learning,431.277,0
Senior,Full-time,US,Full-Remote,US,MEDIUM,Machine Learning,391.265,0
Mid/Intermediate level,Full-time,US,Full-Remote,US,MEDIUM,Other,435.89,0
Mid/Intermediate level,Full-time,US,Full-Remote,US,MEDIUM,Other,400.0,0
Senior,Full-time,US,Full-Remote,US,MEDIUM,Machine Learning,447.214,0
Senior,Full-time,US,Full-Remote,US,MEDIUM,Machine Learning,387.298,0
Mid/Intermediate level,Full-time,US,On-Site,US,MEDIUM,Other,435.89,0
Mid/Intermediate level,Full-time,US,On-Site,US,MEDIUM,Other,428.147,0
Senior,Full-time,US,Full-Remote,US,MEDIUM,Machine Learning,489.898,0
Senior,Full-time,US,Full-Remote,US,MEDIUM,Machine Learning,424.264,0
Senior,Full-time,US,Full-Remote,US,MEDIUM,Machine Learning,447.214,0
Senior,Full-time,US,Full-Remote,US,MEDIUM,Machine Learning,387.298,0
Senior,Full-time,US,On-Site,US,MEDIUM,Management,547.266,0
Senior,Full-time,US,On-Site,US,MEDIUM,Management,495.076,0
Senior,Full-time,US,Full-Remote,US,MEDIUM,Data Engineering,379.473,0
Senior,Full-time,US,Full-Remote,US,MEDIUM,Data Engineering,256.905,0
Mid/Intermediate level,Full-time,US,On-Site,US,MEDIUM,Machine Learning,385.357,0
Mid/Intermediate level,Full-time,US,On-Site,US,MEDIUM,Machine Learning,355.355,0
Senior,Full-time,US,On-Site,US,MEDIUM,Data Architecture,477.493,0
Senior,Full-time,US,On-Site,US,MEDIUM,Data Architecture,346.41,0
Senior,Full-time,US,On-Site,US,MEDIUM,Other,424.264,0
Senior,Full-time,US,On-Site,US,MEDIUM,Other,300.0,0
Senior,Full-time,US,On-Site,US,MEDIUM,Data Science,355.668,0
Senior,Full-time,US,On-Site,US,MEDIUM,Data Science,279.285,0
Senior,Full-time,US,On-Site,US,MEDIUM,Data Engineering,424.264,0
Senior,Full-time,US,On-Site,US,MEDIUM,Data Engineering,400.0,0
Senior,Full-time,US,On-Site,US,MEDIUM,Other,521.536,0
Senior,Full-time,US,On-Site,US,MEDIUM,Other,412.311,0
Mid/Intermediate level,Full-time,US,On-Site,US,MEDIUM,Data Engineering,282.843,0
Mid/Intermediate level,Full-time,US,On-Site,US,MEDIUM,Data Engineering,244.949,0
Senior,Full-time,US,Full-Remote,US,MEDIUM,Data Engineering,508.92,0
Senior,Full-time,US,Full-Remote,US,MEDIUM,Data Engineering,382.099,0
Senior,Full-time,US,On-Site,US,MEDIUM,Data Engineering,447.214,0
Senior,Full-time,US,On-Site,US,MEDIUM,Data Engineering,400.0,0
Executive level,Full-time,US,Full-Remote,US,MEDIUM,Data Engineering,556.776,0
Executive level,Full-time,US,Full-Remote,US,MEDIUM,Data Engineering,488.876,0
Senior,Full-time,US,Full-Remote,US,MEDIUM,Data Engineering,376.829,0
Senior,Full-time,US,Full-Remote,US,MEDIUM,Data Engineering,308.221,0
Senior,Full-time,US,On-Site,US,MEDIUM,Data Science,393.7,0
Senior,Full-time,US,On-Site,US,MEDIUM,Data Science,373.497,0
Mid/Intermediate level,Full-time,US,Full-Remote,US,MEDIUM,Data Engineering,374.166,0
Mid/Intermediate level,Full-time,US,Full-Remote,US,MEDIUM,Data Engineering,346.41,0
Senior,Full-time,US,Full-Remote,US,MEDIUM,Data Engineering,508.92,0
Senior,Full-time,US,Full-Remote,US,MEDIUM,Data Engineering,382.099,0
Mid/Intermediate level,Full-time,HR,On-Site,HR,MEDIUM,Data Engineering,330.713,1
Mid/Intermediate level,Full-time,HR,On-Site,HR,MEDIUM,Data Engineering,270.026,1
Entry level,Part-time,PL,Full-Remote,IN,LARGE,Data Engineering,133.338,1
Entry level,Full-time,BR,Full-Remote,BR,LARGE,Data Science,139.721,2
Senior,Full-time,US,On-Site,US,MEDIUM,Other,497.494,0
Senior,Full-time,US,On-Site,US,MEDIUM,Other,414.97,0
Senior,Full-time,US,On-Site,US,MEDIUM,Data Science,474.342,0
Senior,Full-time,US,On-Site,US,MEDIUM,Data Science,395.474,0
Senior,Full-time,US,On-Site,US,MEDIUM,Data Engineering,373.497,0
Senior,Full-time,US,On-Site,US,MEDIUM,Data Engineering,330.757,0
Mid/Intermediate level,Full-time,US,On-Site,US,MEDIUM,Data Engineering,353.553,0
Mid/Intermediate level,Full-time,US,On-Site,US,MEDIUM,Data Engineering,300.0,0
Senior,Full-time,FR,Full-Remote,FR,MEDIUM,Other,327.581,1
Senior,Full-time,FR,Full-Remote,FR,MEDIUM,Other,274.073,1
Senior,Full-time,US,On-Site,US,MEDIUM,Data Science,431.161,0
Senior,Full-time,US,On-Site,US,MEDIUM,Data Science,359.583,0
Senior,Full-time,US,On-Site,US,MEDIUM,Machine Learning,373.497,0
Senior,Full-time,US,On-Site,US,MEDIUM,Machine Learning,330.757,0
Senior,Full-time,US,Full-Remote,US,MEDIUM,Data Engineering,346.41,0
Senior,Full-time,US,Full-Remote,US,MEDIUM,Data Engineering,273.861,0
Senior,Full-time,US,On-Site,US,MEDIUM,Data Engineering,411.096,0
Senior,Full-time,US,On-Site,US,MEDIUM,Data Engineering,332.566,0
Senior,Full-time,US,Full-Remote,US,MEDIUM,Machine Learning,536.656,0
Senior,Full-time,US,Full-Remote,US,MEDIUM,Machine Learning,374.166,0
Senior,Full-time,US,Full-Remote,US,MEDIUM,Machine Learning,536.656,0
Senior,Full-time,US,Full-Remote,US,MEDIUM,Machine Learning,374.166,0
Mid/Intermediate level,Full-time,US,On-Site,US,MEDIUM,Data Engineering,346.41,0
Mid/Intermediate level,Full-time,US,On-Site,US,MEDIUM,Data Engineering,300.0,0
Mid/Intermediate level,Full-time,GB,On-Site,GB,MEDIUM,Other,270.026,1
Mid/Intermediate level,Full-time,GB,On-Site,GB,MEDIUM,Other,246.497,1
Senior,Full-time,US,Full-Remote,US,MEDIUM,Data Science,463.735,0
Senior,Full-time,US,Full-Remote,US,MEDIUM,Data Science,395.474,0
Senior,Full-time,US,Full-Remote,US,MEDIUM,Data Architecture,444.972,0
Senior,Full-time,US,Full-Remote,US,MEDIUM,Data Architecture,337.639,0
Entry level,Full-time,US,Full-Remote,US,MEDIUM,Data Engineering,273.861,0
Entry level,Full-time,US,Full-Remote,US,MEDIUM,Data Engineering,244.949,0
Senior,Full-time,US,On-Site,US,MEDIUM,Machine Learning,452.217,0
Senior,Full-time,US,On-Site,US,MEDIUM,Machine Learning,377.094,0
Senior,Full-time,US,Full-Remote,US,MEDIUM,Data Science,457.493,0
Senior,Full-time,US,Full-Remote,US,MEDIUM,Data Science,426.849,0
Senior,Full-time,US,On-Site,US,MEDIUM,Other,374.166,0
Senior,Full-time,US,On-Site,US,MEDIUM,Other,346.41,0
Entry level,Full-time,US,On-Site,US,MEDIUM,Data Science,291.548,0
Mid/Intermediate level,Full-time,GB,Full-Remote,GB,MEDIUM,Machine Learning,220.474,1
Entry level,Full-time,GB,Full-Remote,GB,MEDIUM,Other,346.41,1
Entry level,Full-time,GB,Full-Remote,GB,MEDIUM,Other,244.949,1
Senior,Full-time,US,On-Site,US,MEDIUM,Machine Learning,383.536,0
Senior,Full-time,US,On-Site,US,MEDIUM,Machine Learning,301.164,0
Senior,Full-time,US,On-Site,US,MEDIUM,Data Engineering,479.583,0
Senior,Full-time,US,On-Site,US,MEDIUM,Data Engineering,412.311,0
Senior,Full-time,US,On-Site,US,MEDIUM,Data Engineering,476.445,0
Senior,Full-time,US,On-Site,US,MEDIUM,Data Engineering,328.634,0
Senior,Full-time,US,Full-Remote,US,MEDIUM,Data Engineering,424.264,0
Senior,Full-time,US,Full-Remote,US,MEDIUM,Data Engineering,400.0,0
Senior,Full-time,US,Full-Remote,US,MEDIUM,Data Architecture,424.264,0
Senior,Full-time,US,Full-Remote,US,MEDIUM,Data Architecture,400.0,0
Senior,Full-time,US,On-Site,US,MEDIUM,Data Engineering,424.264,0
Senior,Full-time,US,On-Site,US,MEDIUM,Data Engineering,360.555,0
Senior,Full-time,ES,Full-Remote,ES,MEDIUM,Data Engineering,236.22,1
Senior,Full-time,ES,Full-Remote,ES,MEDIUM,Data Engineering,226.954,1
Entry level,Full-time,US,Full-Remote,US,LARGE,Data Engineering,244.949,0
Entry level,Full-time,KW,Half-Remote,US,LARGE,Data Engineering,223.607,0
Senior,Full-time,US,On-Site,US,MEDIUM,Data Engineering,476.13,0
Senior,Full-time,US,On-Site,US,MEDIUM,Data Engineering,365.103,0
Senior,Full-time,US,On-Site,US,MEDIUM,Data Engineering,501.996,0
Senior,Full-time,US,On-Site,US,MEDIUM,Data Engineering,359.166,0
Senior,Full-time,GB,Full-Remote,GB,LARGE,Data Architecture,389.746,1
Entry level,Full-time,IN,On-Site,IN,LARGE,Data Science,98.626,1
Senior,Full-time,US,On-Site,US,MEDIUM,Data Engineering,282.843,0
Senior,Full-time,US,On-Site,US,MEDIUM,Data Engineering,229.129,0
Senior,Full-time,US,Full-Remote,US,MEDIUM,Data Engineering,500.0,0
Senior,Full-time,US,Full-Remote,US,MEDIUM,Data Engineering,403.113,0
Entry level,Full-time,US,Full-Remote,US,MEDIUM,Data Engineering,291.548,0
Entry level,Full-time,US,Full-Remote,US,MEDIUM,Data Engineering,273.861,0
Senior,Full-time,US,On-Site,US,MEDIUM,Data Engineering,391.918,0
Senior,Full-time,US,On-Site,US,MEDIUM,Data Engineering,326.803,0
Mid/Intermediate level,Full-time,US,On-Site,US,MEDIUM,Data Engineering,406.202,0
Mid/Intermediate level,Full-time,US,On-Site,US,MEDIUM,Data Engineering,352.136,0
Senior,Full-time,US,Full-Remote,US,MEDIUM,Data Engineering,340.491,0
Senior,Full-time,US,Full-Remote,US,MEDIUM,Data Engineering,285.773,0
Senior,Full-time,US,On-Site,US,MEDIUM,Data Engineering,409.365,0
Senior,Full-time,US,On-Site,US,MEDIUM,Data Engineering,296.614,0
Senior,Full-time,US,Full-Remote,US,MEDIUM,Data Engineering,500.0,0
Senior,Full-time,US,Full-Remote,US,MEDIUM,Data Engineering,250.998,0
Senior,Full-time,ES,On-Site,ES,MEDIUM,Data Science,503.736,1
Senior,Full-time,ES,On-Site,ES,MEDIUM,Data Science,411.339,1
Senior,Full-time,ES,On-Site,ES,MEDIUM,Data Science,503.736,1
Senior,Full-time,ES,On-Site,ES,MEDIUM,Data Science,411.339,1
Mid/Intermediate level,Full-time,US,On-Site,US,MEDIUM,Data Science,412.311,0
Mid/Intermediate level,Full-time,US,On-Site,US,MEDIUM,Data Science,346.41,0
Senior,Full-time,US,On-Site,US,MEDIUM,Data Engineering,353.186,0
Senior,Full-time,US,On-Site,US,MEDIUM,Data Engineering,255.906,0
Senior,Full-time,US,Full-Remote,US,MEDIUM,Data Engineering,462.147,0
Senior,Full-time,US,Full-Remote,US,MEDIUM,Data Engineering,404.506,0
Entry level,Full-time,VN,On-Site,VN,LARGE,Data Engineering,109.545,0
Senior,Full-time,US,Full-Remote,US,MEDIUM,Other,612.372,0
Senior,Full-time,IE,Full-Remote,IE,MEDIUM,Data Engineering,319.285,1
Mid/Intermediate level,Full-time,IN,Full-Remote,IN,LARGE,Other,128.117,1
Senior,Full-time,US,On-Site,US,MEDIUM,Machine Learning,469.042,0
Senior,Full-time,US,On-Site,US,MEDIUM,Machine Learning,412.311,0
Executive level,Full-time,US,On-Site,US,MEDIUM,Data Engineering,484.768,0
Executive level,Full-time,US,On-Site,US,MEDIUM,Data Engineering,458.258,0
Senior,Full-time,US,Full-Remote,US,MEDIUM,Data Architecture,424.264,0
Senior,Full-time,US,Full-Remote,US,MEDIUM,Data Architecture,339.116,0
Senior,Full-time,US,Full-Remote,US,MEDIUM,Data Architecture,447.214,0
Senior,Full-time,US,Full-Remote,US,MEDIUM,Data Architecture,339.116,0
Senior,Full-time,US,Full-Remote,US,MEDIUM,Management,480.885,0
Senior,Full-time,US,Full-Remote,US,MEDIUM,Management,372.492,0
Senior,Full-time,US,On-Site,US,MEDIUM,Machine Learning,533.207,0
Senior,Full-time,US,On-Site,US,MEDIUM,Machine Learning,391.267,0
Senior,Full-time,US,Full-Remote,US,MEDIUM,Data Engineering,400.0,0
