experience_level,employment_type,employee_residence,remote_ratio,company_location,company_size,new_job_title,sqrt_salary_in_usd,Cluster_Label
3,2,7,0,7,1,1,282.843,0
0,2,4,2,4,2,5,83.666,1
0,2,2,1,2,1,5,207.179,2
3,2,0,0,0,1,1,400.0,2
3,2,0,0,0,1,1,380.789,2
2,2,7,2,7,1,1,392.428,0
2,2,7,2,7,1,1,378.153,0
2,2,6,2,6,1,2,281.052,1
2,2,6,2,6,1,2,225.918,1
0,2,7,2,7,1,2,435.89,0
0,2,7,2,7,1,2,346.41,0
2,2,6,2,6,1,2,291.661,1
2,2,6,2,6,1,2,225.918,1
2,2,6,2,6,1,2,330.713,1
2,2,6,2,6,1,2,270.026,1
3,2,7,2,7,1,1,387.298,0
3,2,7,2,7,1,1,333.167,0
1,2,7,2,7,1,1,514.782,0
1,2,7,2,7,1,1,484.768,0
0,2,4,1,4,0,2,347.984,2
2,2,2,0,2,1,2,271.194,2
3,2,7,0,7,1,1,400.0,0
3,2,7,0,7,1,1,360.555,0
2,2,7,0,7,1,1,273.861,0
2,2,7,0,7,1,1,245.764,0
0,2,7,0,7,1,1,291.548,0
0,2,7,0,7,1,1,273.861,0
3,2,7,2,7,1,1,501.996,0
3,2,7,2,7,1,1,359.166,0
0,2,7,0,7,1,1,304.467,0
0,2,7,0,7,1,1,248.596,0
3,2,4,0,4,0,5,415.101,1
2,2,4,0,2,1,2,245.139,2
2,2,7,0,7,1,1,288.964,0
2,2,7,0,7,1,1,229.129,0
3,2,7,2,7,1,2,448.37,0
3,2,7,2,7,1,2,366.093,0
3,2,7,0,7,1,1,406.202,0
3,2,7,0,7,1,1,374.166,0
0,2,7,0,7,1,1,248.998,0
0,2,7,0,7,1,1,240.832,0
3,2,7,2,7,1,2,414.729,0
3,2,7,2,7,1,2,339.116,0
0,2,7,2,7,1,1,353.553,0
0,2,7,2,7,1,1,300.0,0
3,2,7,2,7,1,1,404.722,0
3,2,7,2,7,1,1,354.965,0
3,2,7,0,7,1,2,486.826,0
3,2,7,0,7,1,2,380.789,0
2,2,7,0,7,1,1,300.0,0
2,2,7,0,7,1,1,300.0,0
3,2,7,2,7,1,1,373.497,0
3,2,7,2,7,1,1,330.757,0
3,2,0,2,0,1,2,507.937,2
3,2,0,2,0,1,2,435.89,2
2,2,7,2,7,1,1,380.789,0
2,2,7,2,7,1,1,346.41,0
3,2,7,2,7,0,1,453.431,0
3,2,7,2,7,0,1,325.115,0
3,2,7,2,7,1,1,501.996,0
3,2,7,2,7,1,1,359.166,0
3,2,7,2,7,1,2,489.641,0
3,2,7,2,7,1,2,399.79,0
3,2,7,0,7,1,2,431.625,0
3,2,7,0,7,1,2,320.156,0
